company,month,market_condition,budget,marketing_spend,rnd_spend,pricing_strategy,product_quality,customer_base,action_taken,action_intensity,revenue,profit_margin,market_share,innovation_score
AlphaCorp,2,stagnation,782034,192196,188061,0.89,2.89,94457,launch_product,3,403209,0.22,0.341,6.95
BetaTech,12,recession,845394,45294,127379,0.92,2.49,29949,invest_rnd,4,1045239,0.25,0.5528,4.46
BetaTech,12,recession,408755,24222,220871,0.99,7.89,34610,invest_rnd,8,1550951,0.3,0.3119,8.21
AlphaCorp,4,recession,997343,183670,126674,1.14,8.05,22576,launch_product,10,1725978,0.21,0.9639,1.01
GammaRetail,16,stagnation,711162,156894,108146,1.06,2.2,13385,price_cut,7,848502,0.34,0.5563,5.99
GammaRetail,20,stagnation,955494,34395,33136,1.12,3.81,82576,expand_market,9,891426,0.08,0.1907,5.84
DeltaHealth,10,stagnation,319782,35884,89274,1.0,7.39,42553,marketing_blitz,8,769893,0.06,0.9148,9.85
DeltaHealth,10,growth,228830,56193,168542,1.03,2.83,7921,expand_market,6,1322864,0.3,0.648,5.29
GammaRetail,7,stagnation,495384,171547,224363,0.83,4.13,90947,invest_rnd,1,639601,0.27,0.3144,6.81
GammaRetail,14,growth,152014,177524,59500,0.86,4.31,21157,price_cut,10,1242540,0.28,0.9198,6.9
AlphaCorp,7,growth,295817,140871,192762,1.13,1.65,88830,invest_rnd,5,142902,0.07,0.1575,9.0
BetaTech,12,recession,570359,82462,295779,1.2,2.79,24674,marketing_blitz,4,1773931,0.1,0.1974,3.6
BetaTech,11,recession,403909,23812,192193,1.11,2.94,39087,marketing_blitz,8,919939,0.08,0.0046,2.95
DeltaHealth,17,stagnation,397301,183417,111028,0.88,7.57,34631,price_cut,3,1780735,0.15,0.1734,4.45
GammaRetail,11,growth,990404,60777,74554,0.81,3.59,55972,marketing_blitz,10,86973,0.22,0.3372,2.48
AlphaCorp,21,growth,164769,153858,298900,0.82,7.68,74664,launch_product,9,215849,0.13,0.4548,6.62
DeltaHealth,3,growth,711349,16921,109016,0.91,5.65,24739,marketing_blitz,7,1911376,0.3,0.1923,8.98
AlphaCorp,19,recession,580795,88746,124243,1.15,1.73,52096,invest_rnd,5,1692732,0.33,0.8652,5.96
GammaRetail,22,recession,297268,12764,263422,0.89,2.97,71553,price_cut,2,1943980,0.17,0.8204,7.56
GammaRetail,4,recession,55165,20677,197176,1.06,1.4,7050,marketing_blitz,5,435286,0.2,0.4782,5.55
GammaRetail,8,recession,697429,16497,263336,0.86,9.69,96948,price_cut,8,802281,0.1,0.9071,4.54
BetaTech,14,recession,97572,174576,47169,1.08,8.43,30211,invest_rnd,9,947665,0.08,0.868,9.69
GammaRetail,20,recession,577994,15850,175910,0.86,3.42,18994,expand_market,1,224932,0.13,0.6679,1.61
DeltaHealth,24,stagnation,999469,164157,159102,0.95,4.17,43229,marketing_blitz,9,832354,0.39,0.3869,4.68
BetaTech,14,stagnation,170923,125362,227369,0.88,7.39,25971,price_cut,8,527122,0.15,0.4928,5.27
AlphaCorp,16,stagnation,146147,38957,129908,0.91,5.11,38882,marketing_blitz,10,1248625,0.11,0.0179,4.87
DeltaHealth,15,stagnation,119650,130604,194897,1.08,6.4,94915,expand_market,1,765463,0.19,0.4229,6.69
DeltaHealth,12,growth,314461,13957,40682,1.02,1.24,27652,invest_rnd,4,1096099,0.26,0.0648,3.71
AlphaCorp,16,recession,415120,59125,145366,0.84,9.32,22173,expand_market,4,1397911,0.32,0.9426,5.79
BetaTech,20,recession,537130,19433,12542,1.13,3.33,15080,marketing_blitz,1,1818714,0.29,0.4885,8.1
DeltaHealth,19,stagnation,129859,119372,29960,1.04,6.91,74895,price_cut,8,1741232,0.35,0.143,5.27
DeltaHealth,5,growth,93871,118972,239571,0.91,9.55,85054,invest_rnd,1,509900,0.1,0.3159,9.14
DeltaHealth,12,stagnation,533996,148538,196171,0.96,6.95,92442,launch_product,2,1458861,0.2,0.0086,7.35
BetaTech,5,recession,130286,80814,77086,1.15,7.79,24558,expand_market,3,1934899,0.11,0.1984,3.4
BetaTech,10,stagnation,817640,193301,14981,0.93,9.7,34209,invest_rnd,7,1768327,0.08,0.6631,4.69
BetaTech,17,growth,493638,49113,81641,0.91,7.07,75461,price_cut,9,421704,0.05,0.6379,3.15
DeltaHealth,15,recession,436758,192413,42683,0.88,5.56,62509,price_cut,3,1572783,0.22,0.1084,4.89
GammaRetail,8,growth,971318,101135,202560,1.12,5.78,1606,marketing_blitz,4,1865879,0.18,0.4315,4.08
AlphaCorp,8,stagnation,243837,155199,88922,0.9,1.38,74500,launch_product,1,387221,0.13,0.6197,7.63
GammaRetail,8,recession,201475,170937,220162,0.99,1.75,15387,marketing_blitz,9,1199747,0.34,0.3668,6.9
BetaTech,10,growth,424799,137587,31067,0.8,6.04,46357,expand_market,2,772184,0.32,0.7802,2.87
DeltaHealth,20,growth,611771,186154,20550,1.18,5.83,90074,price_cut,1,428643,0.35,0.5493,1.57
DeltaHealth,13,growth,417094,1930,242822,1.13,5.57,34709,invest_rnd,2,1291853,0.36,0.2356,7.63
GammaRetail,16,recession,950490,120695,168548,1.06,2.26,91140,expand_market,8,1696775,0.31,0.8924,9.7
GammaRetail,9,recession,275041,68824,53405,0.92,9.36,28463,price_cut,5,370817,0.34,0.5037,7.39
AlphaCorp,16,stagnation,846523,71956,270418,0.88,9.17,49580,launch_product,7,604274,0.34,0.7012,7.44
DeltaHealth,10,stagnation,892423,82036,138847,0.98,3.68,49739,expand_market,10,886109,0.37,0.6305,4.42
GammaRetail,3,recession,997177,59519,42479,0.89,4.61,2851,price_cut,9,878746,0.25,0.4131,7.28
AlphaCorp,23,growth,789511,111337,147996,1.17,4.47,57273,invest_rnd,9,480055,0.3,0.2958,6.08
BetaTech,22,recession,255240,59329,260810,1.09,3.02,26924,expand_market,4,1136638,0.3,0.314,9.48
GammaRetail,14,recession,591252,113493,212677,1.08,3.98,13871,marketing_blitz,6,555763,0.07,0.1109,3.08
BetaTech,13,recession,102473,5882,98521,1.07,9.95,64923,expand_market,6,1885044,0.13,0.4727,8.92
AlphaCorp,4,recession,476359,66526,17265,1.11,6.13,70668,expand_market,5,437644,0.11,0.0061,6.46
BetaTech,4,stagnation,269073,142525,235457,0.82,9.09,28211,expand_market,5,714548,0.11,0.196,9.66
DeltaHealth,6,stagnation,447017,139007,182349,0.9,7.59,62841,marketing_blitz,10,376482,0.17,0.9174,4.7
DeltaHealth,24,growth,589735,88228,260907,1.03,8.9,20546,price_cut,9,846636,0.19,0.2362,8.69
BetaTech,19,recession,449705,40044,43572,0.89,4.29,98862,price_cut,10,175145,0.31,0.8439,5.31
DeltaHealth,11,recession,928351,97335,175318,1.04,6.78,6994,price_cut,7,1111047,0.09,0.2035,2.7
AlphaCorp,8,stagnation,869928,54348,264568,1.18,4.35,53782,price_cut,9,1984459,0.33,0.1228,5.65
DeltaHealth,14,stagnation,473781,41865,208756,0.93,8.36,2746,expand_market,10,1360629,0.37,0.3582,7.47
BetaTech,8,recession,617685,88397,87702,1.1,7.89,23641,invest_rnd,10,1592738,0.15,0.6616,4.86
BetaTech,14,stagnation,250883,23491,235717,0.97,8.03,22201,expand_market,8,985610,0.39,0.407,4.16
BetaTech,23,recession,368076,76275,194605,1.09,2.77,38731,price_cut,2,612234,0.12,0.1061,4.18
GammaRetail,7,growth,871623,177762,78331,0.83,8.72,22660,price_cut,2,1293607,0.37,0.823,9.05
BetaTech,21,growth,110235,72020,71903,0.95,9.98,32505,marketing_blitz,3,651365,0.12,0.2161,2.9
AlphaCorp,18,growth,887960,168020,145998,1.09,8.47,24364,expand_market,3,719963,0.23,0.1909,6.97
DeltaHealth,12,recession,486144,148642,102160,1.14,5.35,4900,price_cut,10,546519,0.34,0.1735,2.38
DeltaHealth,14,stagnation,89401,184700,19287,0.97,3.75,6052,expand_market,2,214233,0.36,0.933,4.93
GammaRetail,15,growth,707607,39239,218958,1.02,2.17,92773,launch_product,3,73617,0.19,0.9954,9.4
GammaRetail,18,recession,273927,184256,246560,1.19,4.7,60268,launch_product,7,1374164,0.07,0.7608,9.81
AlphaCorp,12,growth,236846,15541,134563,0.98,3.43,31888,invest_rnd,8,1131520,0.23,0.6853,1.27
BetaTech,10,growth,192120,33814,214939,0.89,4.89,26752,invest_rnd,4,1045111,0.39,0.6631,7.88
GammaRetail,12,stagnation,731695,85788,122866,0.81,1.48,36648,invest_rnd,4,328775,0.37,0.7132,8.98
DeltaHealth,8,recession,710934,48202,281325,1.17,3.64,26324,launch_product,4,768713,0.3,0.1856,5.19
GammaRetail,6,stagnation,106312,146912,261021,0.82,9.65,63538,marketing_blitz,2,1529190,0.07,0.7705,5.16
GammaRetail,24,stagnation,137479,135109,248627,0.9,2.07,57013,expand_market,3,768817,0.07,0.4341,3.42
BetaTech,19,stagnation,405928,4305,212918,1.14,1.66,27408,invest_rnd,4,1304465,0.36,0.3372,7.33
GammaRetail,1,growth,627248,129732,124957,1.18,7.2,93013,expand_market,5,940192,0.28,0.3151,3.66
AlphaCorp,13,growth,802114,161166,180717,1.07,8.45,60314,price_cut,5,770775,0.12,0.3639,9.41
DeltaHealth,22,growth,822725,114566,33339,0.9,1.87,91056,price_cut,1,1170505,0.36,0.2968,3.18
BetaTech,16,recession,309227,182837,176126,0.91,9.61,9880,invest_rnd,6,1341059,0.14,0.8322,5.73
DeltaHealth,18,stagnation,825626,79800,266267,1.0,1.33,37863,launch_product,1,1710053,0.16,0.0134,8.95
AlphaCorp,12,growth,649710,40128,156759,1.17,8.88,54806,expand_market,10,1107642,0.39,0.7107,2.98
AlphaCorp,5,stagnation,244742,159136,38780,1.18,8.48,46956,price_cut,9,751252,0.21,0.7679,4.88
GammaRetail,21,stagnation,87299,60497,247280,0.97,7.02,16767,price_cut,6,524330,0.1,0.2096,8.2
GammaRetail,13,stagnation,936473,64898,279025,0.93,6.7,16173,marketing_blitz,4,81564,0.33,0.6089,8.37
GammaRetail,8,stagnation,88465,74681,111853,0.95,8.05,87480,expand_market,10,1642008,0.25,0.1981,1.19
DeltaHealth,6,stagnation,803709,141700,7732,0.89,1.7,41635,marketing_blitz,10,367309,0.17,0.0217,8.6
AlphaCorp,3,growth,351931,164952,68524,0.87,4.39,45154,expand_market,9,176004,0.24,0.5923,2.68
BetaTech,20,recession,219731,118379,257516,1.07,1.83,69125,invest_rnd,2,36549,0.26,0.8101,8.15
GammaRetail,4,recession,858876,180283,255485,0.9,2.39,70774,invest_rnd,7,741453,0.16,0.788,9.93
DeltaHealth,12,recession,472131,119272,54547,1.13,8.46,30325,price_cut,7,662529,0.13,0.5709,7.03
GammaRetail,13,recession,238571,62420,40738,0.9,7.32,49263,expand_market,2,1708854,0.34,0.1458,6.35
AlphaCorp,2,stagnation,624401,78564,276250,1.02,4.3,33047,price_cut,3,1018217,0.19,0.5166,1.93
BetaTech,19,growth,867400,11775,249974,1.08,4.66,12148,invest_rnd,4,840116,0.23,0.2093,4.41
AlphaCorp,4,growth,231168,19729,248864,1.06,7.1,80643,expand_market,5,526283,0.06,0.4577,7.23
DeltaHealth,23,stagnation,336302,146595,83025,0.85,6.75,27602,invest_rnd,6,907121,0.1,0.3113,4.66
GammaRetail,13,stagnation,550990,66047,203626,0.91,5.39,25403,invest_rnd,1,415871,0.13,0.5484,2.98
AlphaCorp,19,growth,534713,1580,220915,0.81,7.74,81432,launch_product,9,1070207,0.37,0.0154,1.23
DeltaHealth,8,growth,340774,79353,49871,1.04,2.89,99743,expand_market,9,752591,0.16,0.7443,3.44
GammaRetail,8,recession,53919,144075,244754,1.05,3.72,31567,expand_market,7,1600163,0.34,0.4916,8.04
BetaTech,16,recession,993816,79272,13038,0.99,1.58,31375,marketing_blitz,7,1389992,0.22,0.8277,1.74
AlphaCorp,11,recession,744186,41329,250014,1.05,6.16,66917,price_cut,8,1357401,0.18,0.9565,6.67
GammaRetail,18,growth,458197,11128,135135,1.14,7.83,60580,expand_market,7,159049,0.06,0.4358,7.13
GammaRetail,4,recession,109768,66019,246214,0.9,5.73,17910,marketing_blitz,6,385967,0.08,0.6379,1.79
GammaRetail,24,growth,553960,25121,241179,1.02,4.31,48067,marketing_blitz,9,215442,0.3,0.9462,5.51
GammaRetail,1,growth,192083,178314,69759,0.85,2.8,56505,expand_market,3,113371,0.17,0.1206,8.6
AlphaCorp,1,stagnation,162879,68203,270737,0.89,6.04,88600,invest_rnd,6,1780718,0.39,0.782,3.36
GammaRetail,14,growth,983323,95123,131894,0.92,2.24,75184,price_cut,3,38958,0.25,0.649,2.28
DeltaHealth,4,stagnation,503783,173923,203704,1.08,5.88,33380,expand_market,7,414831,0.3,0.1578,2.52
AlphaCorp,11,stagnation,530695,98563,30593,0.86,2.67,24873,marketing_blitz,10,1137910,0.37,0.2355,4.08
GammaRetail,18,growth,282026,170098,78035,1.08,1.86,5657,invest_rnd,5,17070,0.33,0.0729,1.41
AlphaCorp,16,growth,910399,171487,203176,0.84,9.68,75765,invest_rnd,10,725523,0.16,0.7399,1.29
DeltaHealth,17,recession,86022,80203,248286,1.07,1.53,59568,price_cut,6,1287243,0.17,0.7824,8.58
DeltaHealth,24,growth,146565,126208,153301,1.11,8.94,24065,invest_rnd,8,371670,0.1,0.426,9.56
AlphaCorp,2,recession,810066,34611,199544,1.16,9.62,71530,marketing_blitz,9,540268,0.18,0.4802,2.04
GammaRetail,4,recession,925979,13299,173116,1.13,7.24,58745,expand_market,3,230674,0.27,0.2963,5.49
GammaRetail,3,growth,701694,158616,33964,1.06,9.69,54716,price_cut,3,542050,0.3,0.3965,8.77
DeltaHealth,15,recession,877891,106012,67947,1.12,7.82,61631,expand_market,8,1348091,0.28,0.2548,8.85
GammaRetail,2,stagnation,782957,119525,173577,1.09,2.62,67849,invest_rnd,6,1966472,0.21,0.967,2.47
DeltaHealth,24,stagnation,301979,198727,87394,0.99,6.02,91409,invest_rnd,8,1341336,0.16,0.8754,3.0
GammaRetail,19,growth,513144,62671,291545,1.11,7.47,4396,expand_market,2,65836,0.18,0.2858,4.64
DeltaHealth,9,growth,868537,125681,10589,0.8,6.34,30374,invest_rnd,4,1145825,0.17,0.6292,6.41
BetaTech,10,growth,371718,174167,174739,1.12,4.79,28167,marketing_blitz,10,564040,0.11,0.2229,6.24
GammaRetail,21,stagnation,358282,168605,125223,1.17,3.97,83644,expand_market,5,1580324,0.25,0.5057,9.67
GammaRetail,19,recession,549239,90834,217963,1.17,9.19,75976,marketing_blitz,7,1116592,0.25,0.6154,4.3
GammaRetail,5,stagnation,911589,72933,36783,1.2,8.63,83818,invest_rnd,1,670600,0.17,0.2721,9.16
AlphaCorp,14,recession,124254,145902,220396,0.91,8.7,77792,price_cut,4,1020288,0.18,0.0236,1.82
GammaRetail,10,recession,72235,142143,296973,0.85,4.45,92136,marketing_blitz,8,1671833,0.27,0.8981,5.71
AlphaCorp,16,growth,871008,162190,198626,1.0,4.88,85204,invest_rnd,3,444547,0.12,0.3459,9.02
AlphaCorp,6,growth,747530,89351,141497,0.94,9.78,61791,launch_product,2,1725804,0.27,0.9815,1.21
DeltaHealth,8,growth,176827,189182,127279,0.98,8.83,40235,invest_rnd,3,1362346,0.37,0.7752,3.04
AlphaCorp,2,stagnation,123711,112921,280968,0.95,7.0,46881,marketing_blitz,6,1967791,0.1,0.5707,4.98
AlphaCorp,18,stagnation,780136,19322,241360,1.14,3.78,68802,launch_product,2,1159280,0.12,0.0905,7.61
BetaTech,21,stagnation,726138,146781,268305,1.02,4.28,7326,price_cut,2,1225686,0.34,0.3912,3.4
GammaRetail,21,growth,81935,189610,17912,1.12,7.36,98268,launch_product,1,652658,0.15,0.9209,6.12
AlphaCorp,21,growth,949762,118784,19058,0.92,1.39,74961,invest_rnd,10,853089,0.34,0.8607,2.29
GammaRetail,20,recession,873868,129920,117944,0.96,9.29,36926,invest_rnd,4,482009,0.08,0.9769,6.5
AlphaCorp,8,recession,295676,2504,94101,0.91,3.84,34347,marketing_blitz,10,389242,0.21,0.2185,5.76
DeltaHealth,5,growth,72264,34632,92591,1.19,3.85,86139,expand_market,3,979502,0.17,0.5934,9.8
BetaTech,17,stagnation,493043,85110,114528,0.98,1.01,99955,marketing_blitz,4,1781853,0.24,0.1019,1.4
AlphaCorp,16,growth,716590,109714,120858,0.96,6.94,95015,price_cut,6,508368,0.21,0.2274,8.38
GammaRetail,5,stagnation,294215,83409,203897,1.14,5.68,52294,marketing_blitz,7,1560557,0.13,0.5434,5.64
DeltaHealth,17,growth,692254,162887,65333,1.1,5.34,21040,invest_rnd,10,809168,0.29,0.2335,8.37
GammaRetail,4,growth,420925,139199,99439,1.17,4.81,36532,launch_product,2,1445762,0.36,0.3881,1.02
DeltaHealth,1,recession,773135,88234,78797,1.1,3.66,34697,expand_market,4,468963,0.16,0.0743,7.32
BetaTech,22,stagnation,862059,93419,49325,0.94,4.81,64143,expand_market,5,730594,0.24,0.6455,2.26
DeltaHealth,6,stagnation,815034,55507,89837,0.92,1.04,11997,expand_market,2,1343394,0.25,0.5141,1.71
GammaRetail,1,growth,700462,117730,31768,1.07,3.69,36245,invest_rnd,3,179128,0.1,0.654,8.83
GammaRetail,24,recession,538827,98338,280016,0.85,9.33,12181,marketing_blitz,8,750602,0.28,0.8264,8.22
AlphaCorp,4,growth,984316,88800,222212,0.84,8.4,63613,invest_rnd,4,165338,0.06,0.9441,2.46
DeltaHealth,2,growth,461731,195073,168594,1.12,6.68,90094,expand_market,9,779420,0.18,0.1483,2.22
GammaRetail,13,stagnation,664897,138007,86716,1.05,8.45,31450,launch_product,10,871837,0.19,0.2996,7.78
AlphaCorp,14,growth,981988,102592,134399,0.89,5.88,59915,invest_rnd,6,1728965,0.07,0.1492,6.86
BetaTech,17,recession,447082,16030,90137,1.07,1.86,15544,marketing_blitz,5,1463975,0.15,0.0286,2.99
GammaRetail,11,growth,706210,162880,101108,0.92,5.15,33042,price_cut,8,1465962,0.32,0.1102,8.15
AlphaCorp,3,recession,814515,122801,65653,0.91,9.31,89195,price_cut,5,1718418,0.27,0.3183,8.23
GammaRetail,7,stagnation,468850,156685,9836,0.91,1.58,30733,price_cut,10,217224,0.09,0.6693,6.21
DeltaHealth,10,stagnation,227071,183185,96554,1.0,7.63,70622,invest_rnd,5,1747533,0.38,0.1079,1.82
AlphaCorp,11,growth,609200,147539,295987,1.18,7.3,22403,price_cut,8,1558291,0.35,0.1698,1.57
DeltaHealth,10,recession,107187,32428,130766,1.18,3.91,74695,invest_rnd,10,1635503,0.06,0.7838,4.68
BetaTech,8,stagnation,56550,70372,7313,1.02,8.8,91564,invest_rnd,9,222702,0.15,0.7341,5.09
DeltaHealth,5,recession,270095,116714,196615,1.15,6.96,52956,price_cut,10,1069632,0.34,0.173,2.77
AlphaCorp,23,stagnation,257372,157319,94943,1.0,2.96,83177,launch_product,9,25863,0.07,0.473,4.34
GammaRetail,2,stagnation,469573,192779,253907,1.0,6.76,67314,invest_rnd,2,1770240,0.3,0.8816,1.89
AlphaCorp,15,recession,210669,132699,191760,0.82,8.45,58501,expand_market,1,1246640,0.26,0.9093,6.11
DeltaHealth,16,recession,934681,197464,192349,1.1,8.89,21651,expand_market,5,530712,0.28,0.1131,6.74
DeltaHealth,4,recession,664803,170126,72181,1.05,9.55,99159,marketing_blitz,1,719612,0.34,0.4726,3.53
GammaRetail,22,stagnation,865877,197204,97895,0.95,1.44,16063,invest_rnd,1,951213,0.35,0.8077,1.81
BetaTech,16,recession,972846,151616,46167,0.86,2.42,88250,price_cut,7,442924,0.11,0.436,6.6
AlphaCorp,12,growth,386274,129187,198368,1.2,2.53,25448,marketing_blitz,2,1268072,0.11,0.2709,1.38
GammaRetail,14,recession,414105,152223,298398,1.13,3.16,79491,marketing_blitz,9,1848748,0.15,0.841,7.87
GammaRetail,12,stagnation,289369,39609,61648,1.05,7.16,31535,launch_product,10,305531,0.07,0.3138,9.39
GammaRetail,21,recession,433252,91997,71147,0.81,4.75,14243,launch_product,2,1135925,0.15,0.1337,5.45
AlphaCorp,16,recession,423630,63137,246570,1.15,2.09,82688,launch_product,4,1294971,0.37,0.8479,7.96
AlphaCorp,16,recession,571784,72961,63082,1.04,9.77,7394,invest_rnd,1,80747,0.2,0.023,8.38
AlphaCorp,22,growth,852177,51126,66382,0.86,1.91,15033,marketing_blitz,2,1645931,0.05,0.0907,4.59
BetaTech,12,stagnation,379196,157036,22052,1.13,8.93,66159,invest_rnd,1,353750,0.17,0.7146,2.71
GammaRetail,2,growth,499830,17055,179804,1.04,4.05,85138,launch_product,4,1770241,0.14,0.3677,5.8
DeltaHealth,23,growth,938892,87944,164292,1.01,2.11,29084,launch_product,4,1409866,0.27,0.6804,3.78
DeltaHealth,24,stagnation,305660,32592,152671,0.86,1.47,92157,expand_market,7,1406580,0.24,0.0077,1.08
GammaRetail,14,stagnation,120621,44144,151714,0.9,5.27,15846,launch_product,3,135142,0.06,0.2817,6.68
DeltaHealth,11,recession,446909,128263,206245,1.08,4.72,98592,launch_product,8,35910,0.13,0.3652,4.0
BetaTech,9,stagnation,961259,71988,9963,0.94,5.39,73961,expand_market,3,1127266,0.12,0.4263,4.29
BetaTech,22,recession,259041,169554,26686,0.94,7.01,90212,invest_rnd,7,809517,0.25,0.6117,6.33
AlphaCorp,7,growth,862557,25987,188446,0.87,3.44,83040,price_cut,9,343699,0.15,0.2168,8.81
AlphaCorp,12,recession,193542,25982,157868,0.88,1.01,45260,invest_rnd,7,54303,0.3,0.9785,6.17
AlphaCorp,17,stagnation,824458,79423,194169,1.07,5.85,54090,launch_product,2,1348801,0.12,0.754,7.54
AlphaCorp,9,recession,151095,183248,239403,1.17,1.46,10157,invest_rnd,9,509984,0.24,0.4905,7.29
AlphaCorp,6,growth,182067,10340,244835,0.82,8.36,92402,marketing_blitz,5,535255,0.37,0.7315,9.67
DeltaHealth,12,stagnation,970360,127148,276268,1.0,8.28,46398,marketing_blitz,10,533758,0.37,0.8954,5.48
DeltaHealth,20,stagnation,959963,151125,204090,1.18,2.09,58450,invest_rnd,5,1975245,0.26,0.6595,2.2
AlphaCorp,10,recession,375267,37346,134372,1.01,9.57,95158,price_cut,7,1335372,0.19,0.4818,2.2
BetaTech,9,recession,747212,56101,76373,0.97,4.62,30878,marketing_blitz,5,807242,0.33,0.6426,4.46
DeltaHealth,12,recession,842611,167959,238964,0.92,6.03,28410,marketing_blitz,3,1561317,0.34,0.5996,1.05
BetaTech,1,growth,208484,190761,30892,1.1,7.75,41754,launch_product,1,1188800,0.07,0.6635,9.08
BetaTech,2,growth,704391,168101,5626,1.16,2.71,91281,launch_product,8,1032447,0.17,0.5191,5.57
GammaRetail,19,stagnation,599928,139862,49542,1.2,1.1,73343,price_cut,8,743818,0.12,0.1245,4.57
GammaRetail,1,stagnation,339150,82919,128422,0.92,7.64,82403,price_cut,4,1216371,0.22,0.6901,8.83
AlphaCorp,16,growth,664568,191173,43605,0.85,8.12,60367,price_cut,2,1250564,0.17,0.8797,8.45
BetaTech,16,recession,148474,14808,153632,1.09,6.94,30664,marketing_blitz,5,470110,0.28,0.1847,3.03
DeltaHealth,18,recession,430521,23596,152912,1.13,6.6,44473,price_cut,4,309980,0.36,0.3033,5.49
GammaRetail,18,growth,411186,110239,124469,1.15,9.12,81300,marketing_blitz,10,1015799,0.17,0.6484,4.29
GammaRetail,23,recession,962839,123185,245600,1.04,8.95,40532,invest_rnd,1,1013225,0.36,0.3198,9.83
BetaTech,13,growth,261541,56790,214022,1.18,1.86,98362,launch_product,7,1693557,0.27,0.702,5.93
GammaRetail,22,recession,561466,112475,294812,0.84,2.82,25151,price_cut,8,1632192,0.26,0.5889,8.08
GammaRetail,12,recession,657525,195851,134309,0.92,6.79,15360,marketing_blitz,1,1740725,0.31,0.824,7.85
DeltaHealth,9,stagnation,958945,131999,136326,0.92,1.73,30991,price_cut,10,1093910,0.19,0.151,7.12
BetaTech,5,recession,411735,98276,298386,0.96,5.92,57894,invest_rnd,9,948344,0.26,0.421,9.47
GammaRetail,9,recession,961606,32452,144377,1.1,2.26,24742,expand_market,10,1844607,0.11,0.3848,8.97
BetaTech,13,growth,514833,193927,184417,0.81,9.51,44454,expand_market,10,1044326,0.09,0.1725,7.85
GammaRetail,16,growth,750563,25121,242469,0.81,4.52,25456,price_cut,7,917823,0.38,0.6219,5.86
DeltaHealth,10,growth,578324,139741,77260,0.85,3.09,11274,price_cut,10,1755915,0.33,0.7846,7.18
BetaTech,16,growth,251144,86267,283062,0.87,7.8,2179,marketing_blitz,10,1975228,0.11,0.1344,4.97
GammaRetail,14,recession,931001,9609,141865,1.2,2.85,65987,launch_product,1,1751586,0.31,0.6164,5.31
DeltaHealth,2,growth,879661,63002,211002,0.9,8.7,87412,expand_market,9,613230,0.3,0.2657,3.84
GammaRetail,19,stagnation,791483,121729,34134,0.98,8.44,27216,expand_market,10,1426810,0.29,0.6622,9.54
BetaTech,11,growth,828171,44734,208130,0.81,3.29,46910,expand_market,5,662128,0.23,0.9374,9.99
GammaRetail,19,recession,645158,198792,50367,1.17,3.99,61881,launch_product,4,883227,0.07,0.1468,1.86
BetaTech,11,stagnation,270916,117736,225614,0.82,1.3,49843,expand_market,10,1207184,0.08,0.2019,3.88
BetaTech,14,recession,331729,6186,28596,1.16,3.69,20545,launch_product,1,1494248,0.09,0.9659,3.97
GammaRetail,15,stagnation,82681,61977,177576,0.88,2.47,93403,expand_market,2,1290239,0.07,0.2028,1.08
DeltaHealth,7,stagnation,451983,57866,253937,1.16,1.32,44319,expand_market,8,1507568,0.16,0.275,5.86
AlphaCorp,15,stagnation,995586,124042,223079,0.93,9.56,45936,marketing_blitz,10,646849,0.25,0.3923,6.37
DeltaHealth,24,recession,281268,165154,227770,0.99,9.48,21085,marketing_blitz,1,1338314,0.17,0.7603,8.67
DeltaHealth,23,stagnation,841913,95540,194733,1.08,6.62,36629,invest_rnd,6,1816533,0.36,0.9037,2.95
GammaRetail,8,recession,361519,184904,160703,1.1,5.17,94332,marketing_blitz,4,597605,0.13,0.9209,3.47
DeltaHealth,4,stagnation,974224,189940,259918,0.81,5.22,33745,expand_market,5,1899186,0.07,0.5833,7.0
DeltaHealth,18,growth,483638,17976,282080,0.81,6.69,51030,expand_market,9,1879049,0.12,0.8312,8.75
AlphaCorp,14,growth,119184,40850,162592,0.93,3.22,38206,invest_rnd,4,1739326,0.26,0.3056,5.9
DeltaHealth,21,stagnation,784581,53474,56650,1.0,7.18,60176,invest_rnd,1,1857368,0.39,0.6084,4.17
AlphaCorp,18,stagnation,802507,34498,49323,1.15,1.24,75302,price_cut,3,472940,0.32,0.1293,2.04
GammaRetail,4,growth,265733,46582,156003,0.87,6.87,33796,marketing_blitz,4,1085422,0.26,0.1068,6.8
AlphaCorp,2,growth,728896,4692,245278,0.95,5.67,4720,launch_product,9,1749352,0.08,0.0131,7.37
BetaTech,21,recession,186299,131345,115316,0.97,7.26,38768,launch_product,7,582686,0.07,0.7072,7.96
BetaTech,6,growth,309422,160112,80362,1.0,6.51,81151,price_cut,2,1499825,0.29,0.4179,9.63
AlphaCorp,11,recession,589046,194215,18288,1.08,3.3,14803,launch_product,4,673040,0.24,0.0605,2.42
BetaTech,1,stagnation,121047,59252,286448,1.16,5.84,4547,price_cut,5,1786555,0.4,0.4259,6.0
GammaRetail,15,recession,158354,3959,12545,0.85,6.94,83191,invest_rnd,8,1611066,0.22,0.5817,6.64
BetaTech,12,stagnation,864702,194505,163620,0.99,1.15,7342,expand_market,6,659118,0.39,0.6239,6.34
AlphaCorp,24,recession,957339,107823,169056,1.19,9.71,37368,invest_rnd,10,1379780,0.06,0.6646,1.15
GammaRetail,18,recession,920649,65571,138889,1.04,4.38,61911,launch_product,4,807804,0.34,0.5752,1.27
